routing,office_code,fbr,record_type,change_date,new_routing,name,address,city,state,zip,zip_ext,area_code,prefix,suffix,status_code,master_state
021207413,O,021001208,1,062711,000000000,TD BANK NA,P.O. BOX 1377,LEWISTON,ME,04240,1377,877,898,7821,1,
021209990,O,021001208,1,102411,000000000,FULTON BANK OF NEW JERSEY,450 BRIDGETON PIKE,MANTUA,NJ,08051,0000,856,415,4130,1,
021210044,O,021001208,1,052914,000000000,FULTON BANK OF NEW JERSEY,450 BRIDGETON PIKE,MANTUA,NJ,08051,0000,856,415,4130,1,
021210057,O,021001208,1,031010,000000000,UNITY BANK,ATT: DEPOSIT SERVICES,CLINTON,NJ,08809,0000,800,618,2265,1,
021210073,O,021001208,1,031611,000000000,WOORI AMERICA BANK,16TH FLOOR,BAYSIDE,NY,10001,0000,212,244,3000,1,
021210112,O,031000040,2,041014,031207694,CROWN BANK,27 PRINCE STREET,ELIZABETH,NJ,07208,0000,908,659,2100,1,
021213041,O,021001208,2,032006,021205376,LAKELAND BANK,250 OAK RIDGE ROAD,OAK RIDGE,NJ,07438,0000,937,948,9511,1,
021213054,O,021001208,1,012414,000000000,KEARNY FEDERAL SAVINGS BANK,120 PASSAIC AVENUE,FAIRFIELD,NJ,07004,0000,973,244,4055,1,
021213096,O,121000374,2,031910,122203950,CATHAY BANK,RS-14,ROSEMEAD,CA,91770,0000,626,582,7338,1,
021213177,O,021001208,2,091514,221278721,NEW YORK COMMUNITY BANK,102 DUFFY AVENUE,HICKSVILLE,NY,11801,0000,516,500,6310,1,
021213180,O,021001208,1,012414,000000000,KEARNY FEDERAL SAVINGS BANK,120 PASSAIC AVENUE,FAIRFIELD,NJ,07004,0000,973,244,4055,1,
021213216,O,021001208,1,052013,000000000,THE TOWN BANK,766 SHREWSBURY AVE,TINTON FALLS,NJ,07724,0000,732,389,9245,1,
021213232,O,021001208,2,081213,021205376,LAKELAND BANK,250 OAK RIDGE ROAD,OAK RIDGE,NJ,07438,0000,973,948,9511,1,
021213300,O,021001208,1,072114,000000000,CONNECTONE BANK,301 SYLVAN AVENUE,ENGLEWOOD CLIFFS,NJ,07632,0000,201,816,8900,1,
021213313,O,021001208,1,032111,000000000,"GRAND BANK, NA.",2297 HIGHWAY 33,HAMILTON,NJ,08690,0000,609,514,3900,1,
021213339,O,021001208,1,040209,000000000,VALLEY NATIONAL BANK,1460 VALLEY RD,WAYNE,NJ,07470,0000,973,305,8800,1,
021213371,O,021001208,1,032814,000000000,NEW MILLENNIUM BANK,57 LIVINGSTON AVENUE,NEW BRUNSWICK,NJ,08901,0000,732,729,4398,1,
021213397,O,021001208,1,071715,000000000,STERLING NATIONAL BANK,400 RELLA BOULEVARD,MONTEBELLO,NY,10901,0000,845,369,8040,1,
021213410,O,021001208,1,111213,000000000,HAVEN SAVINGS BANK,21 HARRISTOWN ROAD,GLEN ROCK,NJ,07452,0000,201,659,3600,1,
021213449,O,021001208,1,092611,000000000,INVESTORS  BANK,101 JFK PARKWAY,SHORT HILLS,NJ,07078,0000,973,924,5100,1,
021213465,O,021001208,1,052013,000000000,TWO RIVER COMMUNITY BANK,766 SHREWSBURY AVE,TINTON FALLS,NJ,07724,0000,732,389,9245,1,
021213481,O,021001208,1,040114,000000000,BCB COMMUNITY BANK,591-595 AVENUE C,BAYONNE,NJ,07002,0000,201,823,0700,1,
021213504,O,021001208,1,020714,000000000,1ST CONSTITUTION BANK,2ND FLOOR,CRANBURY,NJ,08512,0000,609,578,4401,1,
021213520,O,021001208,1,032414,000000000,BCB COMMUNITY BANK,591-595 AVENUE C,BAYONNE,NJ,07002,0000,201,823,0700,1,
021213559,O,021001208,1,032613,000000000,MARINER'S BANK,935 RIVER ROAD,EDGEWATER,NJ,07020,0000,201,654,3280,1,
021213591,O,021001208,1,062714,000000000,SYNCHRONY BANK,334 MADISON AVENUE - COPS 1ST FLOOR,MORRISTOWN,NJ,07960,0000,973,254,3080,1,
021213698,O,021001208,1,031116,000000000,LAKELAND BANK,250 OAK RIDGE ROAD,OAKRIDGE,NJ,07438,0000,973,948,9511,1,
021213711,O,021001208,1,031212,000000000,ENTERPRISE BANK,490 KENILWORTH BLVD,KENILWORTH,NJ,07033,0000,877,604,5705,1,
021213892,O,021001208,2,081616,021213944,CONNECTONE BANK,301 SYLVAN AVE,ENGLEWOOD CLIFFS,NJ,07632,0000,201,510,6783,1,
021213944,O,021001208,1,021113,000000000,CONNECTONE BANK,301 SYLVAN AVENUE,ENGLEWOOD CLIFFS,NJ,07632,0000,201,816,8900,1,
021213986,O,021001208,1,031512,000000000,HIGHLANDS STATE BANK,PO BOX 310,VERNON,NJ,07462,0000,973,764,3200,1,
021214053,O,021001208,1,082914,000000000,THE PROVIDENT BANK,100 WOOD AVE S,JERSEY CITY,NJ,08830,0000,732,590,9288,1,
021214066,O,021001208,1,040314,000000000,INDUS AMERICAN BANK,1536 OAK TREE ROAD,ISELIN,NJ,08830,0000,732,603,8200,1,
021214082,O,021001208,1,011316,000000000,FIRST COMMERCE BANK,105 RIVER AVE,LAKEWOOD,NJ,08701,0000,732,364,0032,1,
021214095,O,021001208,1,042613,000000000,HIGHLANDS STATE BANK,P O BOX 160,VERNON,NJ,07462,0160,973,764,3200,1,
021214163,O,021001208,1,053014,000000000,FIRST BANK,1229 S BLACK HORSE PIKE,WILLIAMSTOWN,NJ,08094,0000,856,728,3400,1,
021214189,O,021001208,1,031909,000000000,BANK OF NEW JERSEY,204 MAIN ST,FORT LEE,NJ,07024,0000,201,944,7200,1,
021214273,O,021001208,1,031312,000000000,CROSS RIVER BANK,885 TEANECK ROAD,TEANECK,NJ,07666,0000,201,808,7000,1,
021214312,B,021001208,1,031610,000000000,PEAPACK-GLADSTONE BANK,BUILDING B,BEDMINSTER,NJ,07921,0000,908,306,8090,1,
021214325,O,121000374,2,111416,122041235,BANK OF HOPE,3200 WILSHIRE BLVD,LOS ANGELES,CA,90010,0000,213,639,1700,1,
021214396,B,021001208,1,050912,000000000,SUSSEXBANK,P.O. BOX 353,FRANKLIN,NJ,07416,0000,973,209,2010,1,
021214435,O,021001208,1,042511,000000000,REGAL BANK,SUITE 107,LIVINGSTON,NJ,07039,0000,973,716,0600,1,
021214493,O,021001208,1,051515,000000000,FREEDOM BANK,2ND FLOOR,MAYWOOD,NJ,07607,0000,201,977,4389,1,
021214529,O,021001208,1,070108,000000000,NEW JERSEY COMMUNITY BANK,P O BOX 6609,FREEHOLD,NJ,07728,0000,732,431,2265,1,
021214574,O,021001208,1,103116,000000000,REGAL BANK,SUITE 107,LIVINGSTON,NJ,07039,0000,973,716,0600,1,
021214749,O,021001208,1,031110,000000000,"FIRST HOPE BANK, NA",201 ROUTE 94,COLUMBIA,NJ,07825,0000,908,459,4121,1,
021214862,O,021001208,1,030514,000000000,CROSS RIVER BANK,885 TEANECK ROAD,TEANECK,NJ,07666,0000,201,808,7000,1,
021214875,O,021001208,1,103114,000000000,CITY NATIONAL BANK OF NEW JERSEY,900 BROAD STREET,NEWARK,NJ,07102,0000,973,624,0865,1,
021214891,O,021001208,1,010317,000000000,CROSS RIVER BANK,885 TEANECK RD,TEANECK,NJ,07666,0000,201,808,7000,1,
021272626,O,021001208,1,070617,000000000,"BANCO POPULAR, NORTH AMERICA",10TH FLOOR,NEW YORK,NY,10004,0000,877,766,5577,1,
021272655,O,021001208,1,012813,000000000,CITIBANK NA,ONE PENN'S WAY,NEW CASTLE,DE,19720,0000,302,323,4260,1,
021272723,O,021001208,1,082416,000000000,JPMORGAN CHASE,10430 HIGHLAND MANOR DRIVE,TAMPA,FL,33610,0000,813,432,3700,1,
021272749,O,021001208,1,072114,000000000,CONNECTONE BANK,301 SYLVAN AVENUE,ENGLEWOOD CLIFFS,NJ,07632,0000,201,816,8900,1,
021272794,O,021001208,1,030714,000000000,INVESTORS  BANK,101 JFK PARKWAY,SHORT HILLS,NJ,07078,0000,973,376,5100,1,
021283547,O,021001208,1,092410,000000000,AFFINITY FEDERAL CREDIT UNION,73 MOUNTAIN VIEW BOULEVARD,BASKING RIDGE,NJ,07920,0000,908,860,3931,1,
021283615,O,021001208,1,083007,000000000,HMC (NJ) FEDERAL CREDIT UNION,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,0000,908,788,6148,1,
021283631,O,021001208,1,050616,000000000,NEW BRUNSWICK POSTAL F.C.U.,PO BOX 10088,NEW BRUNSWICK,NJ,08906,0088,732,985,8120,1,
021283738,O,021001208,1,100307,000000000,NESTLE (FREEHOLD) FCU,61 JERSEYVILLE AVENUE,"FREEHOLD,",NJ,07728,0000,732,577,7206,1,
021283767,O,021001208,1,113016,000000000,AFFINITY FEDERAL CREDIT UNION,PO BOX 621,BASKING RIDGE,NJ,07920,0000,908,860,3931,1,
021283770,O,021001208,1,101207,000000000,ATLANTIC HEALTH FCU,99 BEAUVIOR AVENUE,SUMMIT,NJ,07902,0000,908,522,3540,1,
021283851,O,021001208,2,100616,221279021,PINNACLE FCU,135 RARITAN CENTER PARKWAY,EDISON,NJ,08837,0000,732,225,1505,1,
021283916,O,021001208,1,050509,000000000,1ST BERGEN FEDERAL CREDIT UNION,241 MOORE STREET,HACKENSACK,NJ,07601,0000,201,342,5189,1,
021283929,O,021001208,1,112409,000000000,BAYONNE HOSPITAL EMPLOYEES FCU,29 EAST 29TH STREET,BAYONNE,NJ,07002,0000,201,858,5244,1,
021283932,O,021001208,1,042213,000000000,ILA LOCAL 1235 FCU,2ND FLOOR,NEWARK,NJ,07105,0000,973,344,8660,1,
021283958,O,021001208,1,040714,000000000,POLISH & SLAVIC FEDERAL CREDIT UNION,9 LAW DRIVE,FAIRFIELD,NJ,07004,0000,973,808,3240,1,
021300019,O,021001208,1,042606,000000000,BANK OF AMERICA N.A,VA2-430-01-01,RICHMOND,VA,23227,0000,800,446,0135,1,
021300077,O,021001208,1,051916,000000000,KEY BANK,NY-31-17-0119,ALBANY,NY,12211,0000,800,304,9856,1,
021300336,O,021001208,1,051106,000000000,M & T BANK,2ND FLOOR,AMHERST,NY,14228,0000,800,724,2240,1,
021300381,O,021001208,1,051916,000000000,KEY BANK,NY-31-17-0119,ALBANY,NY,12211,0000,800,304,9856,1,
021300420,O,021001208,1,031609,000000000,"HSBC BANK, USA",P.O. BOX 643,BUFFALO,NY,14240,0000,877,472,2249,1,
021300462,O,021001208,1,082416,000000000,JPMORGAN CHASE,3RD FLOOR,TAMPA,FL,33610,0000,813,432,3700,1,
021300556,O,021001208,1,051916,000000000,KEY BANK,NY-31-17-0119,ALBANY,NY,12211,0000,800,304,9856,1,
021300640,O,021001208,1,031209,000000000,HSBC BANK USA,ONE HSBC CTR - EAST PLAZA,BUFFALO,NY,14203,0000,877,472,2249,1,
021300912,O,021001208,1,033109,000000000,TRUSTCO BANK,320 STATE STREET,SCHENECTADY,NY,12305,0000,518,381,3639,1,
021301089,O,021001208,1,031209,000000000,"HSBC BANK, USA",P.O. BOX 643,BUFFALO,NY,14240,0000,877,472,2249,1,
021301115,O,021001208,1,032614,000000000,CHEMUNG CANAL TRUST CO,ONE CHEMUNG CANAL PLAZA,ELMIRA,NY,14901,0000,607,737,3766,1,
021301678,O,021001208,1,042105,000000000,"HSBC BANK,  USA",P.O. BOX  643,BUFFALO,NY,14240,0000,877,472,2249,1,
021301869,O,021001208,1,031209,000000000,"HSBC BANK, USA",EAST PLAZA,BUFFALO,NY,14203,0000,877,472,2249,1,
021302130,O,021001208,1,040714,000000000,NBT BANK NA,51 SOUTH BROAD ST,NORWICH,NY,13815,0000,800,628,2265,1,
021302143,O,021001208,1,040714,000000000,NBT BANK,51 SOUTH BROAD ST,NORWICH,NY,13815,0000,800,628,2265,1,
021302554,O,021001208,1,041307,000000000,GLENS FALLS NATL BK&TR CO,250 GLEN ST,GLENS FALLS,NY,12801,0000,518,793,4121,1,
021302567,O,021001208,1,062711,000000000,TD BANK NA,P.O. BOX 1377,LEWISTON,ME,04240,1377,877,898,7821,1,
021302622,O,021001208,1,072505,000000000,"BANK OF AMERICA, N.A.",VA2-430-01-01,RICHMOND,VA,23261,7025,800,446,0135,1,
021302648,O,021001208,1,010302,000000000,TOMPKINS TRUST COMPANY,P.O. BOX 460,ITHACA,NY,14850,0000,607,256,3210,1,
021302884,O,021001208,1,060208,000000000,THE ADIRONDACK TRUST COMPANY,31 CHURCH STREET,SARATOGA SPRINGS,NY,12866,0000,518,584,5844,1,
021302978,O,021001208,1,113007,000000000,M & T BANK,SECOND FLOOR,AMHERST,NY,14228,0000,800,724,2240,1,
021303139,O,021001208,1,040714,000000000,NBT BANK NA,51 SOUTH BROAD ST,NORWICH,NY,13815,0000,800,628,2265,1,
021303472,O,021001208,1,041014,000000000,"COMMUNITY BANK, NA",1 TALLMAN RD,CANTON,NY,13617,0000,315,379,4545,1,
021303511,O,021001208,1,040714,000000000,NBT BANK NA,51 SOUTH BROAD ST,NORWICH,NY,13815,0000,800,628,2265,1,
021303618,O,021001208,1,041907,000000000,NBT BANK NA,52 SOUTH BROAD STREET,NORWICH,NY,13815,0000,800,628,2265,1,
021304675,O,021001208,1,032911,000000000,BALLSTON SPA NATIONAL BANK,39 BATH ST.,BALLSTON SPA,NY,12020,0000,518,363,8621,1,
021305386,O,021001208,1,041014,000000000,"COMMUNITY BANK, NA",1 TALLMAN RD,CANTON,NY,13617,0000,315,379,4545,1,
021305577,O,021001208,1,040714,000000000,"NBT BANK, NATIONAL ASSOCIATION",51 SOUTH BROAD ST,NORWICH,NY,13815,0000,800,628,2265,1,
021305991,O,021001208,1,072888,000000000,FIRST NATL BK OF GROTON,161 MAIN STREET,GROTON,NY,13073,1131,607,898,5871,1,
021306547,O,021001208,1,040709,000000000,CAYUGA LAKE NATL BK,3 N CAYUGA ST,UNION SPRINGS,NY,13160,0000,315,889,7358,1,
021306822,O,021001208,1,031209,000000000,"HSBC BANK, USA",P.O. BOX 643,BUFFALO,NY,14240,0000,877,472,2249,1,
021306974,O,021001208,1,040714,000000000,NBT BANK NA,51 SOUTH BROAD ST,NORWICH,NY,13815,0000,607,337,6212,1,
021307054,O,021001208,1,032111,000000000,NATIONAL BANK OF COXSACKIE,3-7 REED ST.  P.O.BOX 400,COXSACKIE,NY,12051,0000,518,731,6161,1,
021307096,O,021001208,1,022814,000000000,DELAWARE NATL BK OF DELHI,P.O. BOX 508,DELHI,NY,13753,0508,855,413,3544,1,
021307164,O,021001208,1,031309,000000000,FIRST NATL BK OF DRYDEN,7 WEST MAIN STREET,DRYDEN,NY,13053,0000,607,844,8141,1,
021307520,O,021001208,1,040714,000000000,NBT BANK NA,51 SOUTH BROAD ST,NORWICH,NY,13815,0000,800,628,2265,1,
021307559,O,021001208,1,041014,000000000,COMMUNITY BANK N.A.,1 TALLMAN RD,CANTON,NY,13617,0000,315,379,4545,1,
021307708,O,021001208,1,062711,000000000,TD BANK NA,P.O. BOX 1377,LEWISTON,ME,04240,1377,877,898,7821,1,
021307711,O,021001208,1,101894,000000000,NATL UNION BANK OF KINDERHOOK,1 HUDSON STREET,KINDERHOOK,NY,12106,0000,518,758,7101,1,
021307740,O,021001208,1,040714,000000000,NBT BANK NA,51 SOUTH BROAD ST,NORWICH,NY,13815,0000,800,628,2265,1,
021308176,O,021001208,1,012813,000000000,CITIBANK NYS,111 SYLVAN AVENUE,ENGLEWOOD CLIFFS,NJ,07632,0000,201,242,2207,1,
021308396,O,021001208,1,031610,000000000,BANK OF RICHMONDVILLE,P.O. BOX 40,COBLESKILL,NY,12043,0000,518,234,4397,1,
021308642,O,021001208,1,032813,000000000,TIOGA STATE BANK,P.O. BOX 386,SPENCER,NY,14883,0000,607,589,7600,1,
021308781,O,021001208,1,041014,000000000,"COMMUNITY BANK, N.A.",1 TALLMAN RD,CANTON,NY,13617,0000,315,379,4545,1,
021308817,O,021001208,1,020116,000000000,"COMMUNITY BANK, NA",1 TALLMAN RD,CANTON,NY,13617,0000,315,379,4545,1,
021308833,O,021001208,1,082216,000000000,WAYNE BANK,717 MAIN STREET,HONESDALE,PA,18431,0000,570,253,8543,1,
021309201,O,021001208,1,032614,000000000,CITIZENS NATIONAL BANK OF HAMMOND,19 MAIN STREET,HAMMOND,NY,13646,0000,315,324,5961,1,
021309285,O,021001208,1,040111,000000000,WSB MUNICIPAL BANK,P O BOX 250,WATERTOWN,NY,13601,0000,315,222,7215,1,
021309379,O,021001208,1,082416,000000000,JPMORGAN CHASE,10430 HIGHLAND MANOR DRIVE,TAMPA,FL,33610,0000,813,432,3700,1,
021309638,O,021001208,1,040714,000000000,"NBT BANK, N.A.",51 SOUTH BROAD ST,NORWICH,NY,13815,0000,800,628,2265,1,
021309735,O,021001208,1,032210,000000000,SOLVAY BANK,1537 MILTON AVENUE,SOLVAY,NY,13209,0000,315,468,1661,1,
021309997,O,021001208,1,060908,000000000,CITIZENS BANK OF CAPE VINCENT,P O BOX 277 BROADWAY,CAPE VINCENT,NY,13618,0000,315,654,2115,1,
021310326,O,021001208,1,041014,000000000,"COMMUNITY BANK, N.A.",1 TALLMAN RD,CANTON,NY,13617,0000,315,379,4545,1,
021310407,O,021001208,1,010612,000000000,CHAMPLAIN NATIONAL BANK,3900 NYS ROUTE 22,WILLSBORO,NY,12996,0000,518,963,4201,1,
021310465,O,021001208,1,042209,000000000,THE UPSTATE NATIONAL BANK,1 W MAIN ST,ROCHESTER,NY,14614,0000,585,454,3450,1,
021310591,O,021001208,1,020116,000000000,"COMMUNITY BANK, NA",1 TALLMAN RD,CANTON,NY,13617,0000,315,379,4545,1,
021310711,O,021001208,1,040708,000000000,FIRST NATL BANK OF SCOTIA,201 MOHAWK AVE,SCOTIA,NY,12302,2128,518,370,7200,1,
021311383,O,021001208,1,102213,000000000,BANK OF UTICA,222 GENESEE STREET,UTICA,NY,13502,4385,315,797,2700,1,
021311529,O,021001208,1,041807,000000000,SARATOGA NATL BANK & TRUST COMPANY,250 GLEN STREET,GLENSFALLS,NY,12801,0000,518,793,4121,1,
021313103,O,021001208,1,042715,000000000,CITIZENS BANK NA,ROP440,RIVERSIDE,RI,02915,0000,800,883,4224,1,
021313569,O,021001208,1,101116,000000000,KEYBANK NATIONAL ASSOCIATION,NY-31-17-0119,ALBANY,NY,12211,0000,800,539,2968,1,
021313734,O,021001208,1,060116,000000000,PATHFINDER BANK,214 WEST FIRST STREET,OSWEGO,NY,13126,0000,315,343,0057,1,
021313747,O,021001208,1,101116,000000000,KEYBANK NATIONAL ASSOCIATION,NY-31-17-0119,ALBANY,NY,12211,0000,800,539,2968,1,
021313886,O,021001208,1,061604,000000000,GREENE COUNTY COMMERCIAL BANK,302 MAIN STREET,CATSKILL,NY,12414,0000,518,943,0742,1,
021313925,O,021001208,1,120216,000000000,PIONEER COMMERCIAL BANK,652 ALBANY SHAKER ROAD,ALBANY,NY,12211,0000,518,273,0539,1,
021314306,O,021001208,1,032814,000000000,TIOGA STATE BANK,P O BOX 386,SPENCER,NY,14883,0000,607,589,7600,1,
021314416,O,021001208,1,032012,000000000,CHAMPLAIN NATIONAL BANK,3900 NYS ROUTE 22,WILLSBORO,NY,12996,0000,518,963,4201,1,
021314814,O,021001208,1,112410,000000000,CAYUGA LAKE NATIONAL BANK,P.O. BOX 512,UNION SPRINGS,NY,13160,0000,315,889,7358,1,
021372940,O,021001208,1,052316,000000000,AVIDIA BANK,42 MAIN ST,HUDSON,MA,01749,2123,978,567,3638,1,
021373059,O,021001208,1,032913,000000000,PATRIOT FEDERAL BANK,211 ERIE BOULEVARD,CANAJOHARIE,NY,13317,0000,518,673,4400,1,
021382642,O,021001208,1,031010,000000000,STEWART'S FEDERAL CREDIT UNION,2911 STATE ROUTE 9,BALLSTON SPA,NY,12020,0000,518,581,1201,1,
021382655,O,021001208,1,032114,000000000,OSWEGO COUNTY PUBLIC F.C.U.,90 EAST BRIDGE ST,OSWEGO,NY,13126,0000,315,343,7822,1,
021383463,O,021001208,1,031710,000000000,UHS EMPLOYEES FCU,33-57 HARRISON STREET,JOHNSON CITY,NY,13790,0000,607,763,6565,1,
021383528,O,021001208,1,032610,000000000,CROUSE  FCU,730 S. CROUSE AVE,SYRACUSE,NY,13210,0000,315,470,7928,1,
021383751,O,021001208,1,100316,000000000,ALBANY FIREMENS FCU,532 CENTRAL AVE,ALBANY,NY,12206,0000,518,453,9748,1,
021384200,O,021001208,1,032913,000000000,CVPH EMPLOYEES FCU,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,0000,518,562,7030,1,
021384239,O,021001208,1,040214,000000000,DIRECTORS CHOICE CU,1 SOUTH FAMILY DRIVE,ALBANY,NY,12205,0000,518,456,2686,1,
021384365,O,021001208,1,032013,000000000,FASNY FCU,107 WASHINGTON AVENUE,ALBANY,NY,12210,0000,518,434,3728,1,
021401617,O,021001208,1,021012,000000000,VALLEY NATIONAL BANK,1460 VALLEY RD,WAYNE,NJ,07470,0000,973,305,8800,1,
021404465,O,021001208,1,072505,000000000,"BANK OF AMERICA, N.A.",VA2-430-01-01,RICHMOND,VA,23261,7025,800,446,0135,1,
021405464,O,021001208,1,050817,000000000,"PEOPLES UNITED BANK, NA",850 MAIN STREET,BRIDGEPORT,CT,06601,0000,203,338,7171,1,
021406667,O,021001208,1,022410,000000000,BRIDGEHAMPTON NATIONAL BANK,P.O. BOX 3005,BRIDGEHAMPTON,NY,11932,0000,631,537,1000,1,
021407912,O,021001208,1,102811,000000000,"CAPITAL ONE, N.A.",P.O. BOX 85139,RICHMOND,VA,23238,0000,866,561,2580,1,
021408597,O,021001208,1,032015,000000000,"PEOPLE'S UNITED BANK, N.A.",850 MAIN STREET,BRIDGEPORT,CT,06604,0000,203,338,7171,1,
021408704,O,021001208,1,102811,000000000,"CAPITAL ONE, N.A.",P.O. BOX 85139,RICHMOND,VA,23238,0000,866,561,2580,1,
021409169,O,021001208,1,082416,000000000,JPMORGAN CHASE,3RD FLOOR,TAMPA,FL,33610,0000,813,432,3700,1,
021409567,O,021001208,1,102811,000000000,"CAPITAL ONE, N.A.",P.O. BOX 85139,RICHMOND,VA,23238,0000,866,561,2580,1,
021410080,O,021001208,1,042105,000000000,"HSBC BANK, USA",14TH FLOOR,BUFFALO,NY,14203,0000,877,472,2249,1,
021410637,O,021001208,1,082416,000000000,JPMORGAN CHASE,THIRD FLOOR,TAMPA,FL,33610,0000,813,432,3700,1,
021410695,O,021001208,1,102811,000000000,"CAPITAL ONE, N.A.",P.O. BOX 85139,RICHMOND,VA,23238,0000,866,561,2580,1,
021411335,O,021001208,1,052213,000000000,FIRST NATIONAL BANK OF LI,17 GLEN HEAD ROAD,GLEN HEAD,NY,11554,0000,516,609,0060,1,
021412114,O,021001208,1,091514,000000000,NEW YORK COMMERCIAL BANK,102 DUFFY AVENUE,HICKSVILLE,NY,11801,0000,516,500,6310,1,
021413155,O,021001208,1,061314,000000000,BRIDGEHAMPTON NATIONAL BANK,2200 MONTAUK HIGHWAY,BRIDGEHAMPTON,NY,11932,0000,631,537,1000,1,
021413388,O,021001208,1,031611,000000000,AMERICAN COMMUNITY BANK,300 GLEN STREET,GLEN COVE,NY,11542,0000,516,609,0975,1,
021413728,O,021001208,1,032712,000000000,VALLEY NATIONAL BANK,1460 VALLEY ROAD,WAYNE,NJ,07470,0000,973,686,5060,1,
021413935,O,021001208,1,062215,000000000,BRIDGEHAMPTON NATIONAL BANK,P. O. BOX 3005,BRIDGEHAMPTON,NY,11932,0000,631,537,1000,1,
021414125,O,011000015,2,102315,211075086,RADIUS BANK,1 HARBOR ST. STE 201,BOSTON,MA,02210,0000,617,728,7368,1,
021414280,O,021001208,1,021814,000000000,BRIDGEHAMPTON NATIONAL BANK,P. O. BOX 3005,BRIDGEHAMPTON,NY,11932,0000,631,537,1000,1,
021414345,O,021001208,2,072213,226070474,FLUSHING BANK,144-51 NORTHERN BLVD,FLUSHING,NY,11354,0000,718,961,5400,1,
021414426,O,021001208,1,112408,000000000,EMPIRE NATIONAL BANK,SUITE 8,ISLANDIA,NY,11749,0000,631,348,4444,1,
021414455,O,021001208,1,040413,000000000,GOLD COAST BANK,2929 EXPRESSWAY DRIVE NORTH,ISLANDIA,NY,11749,0000,631,233,8604,1,
021414468,O,021001208,1,032814,000000000,HANOVER COMMUNITY BANK,2131 JERICHO TPKE,GARDEN CITY PARK,NY,11040,0000,516,248,4868,1,
021414617,O,021001208,1,121708,000000000,EMPIRE NATIONAL BANK,SUITE 8,ISLANDIA,NY,11749,0000,631,881,4046,1,
021414675,O,021001208,1,032012,000000000,HANOVER COMMUNITY BANK,2131 JERICHO TURNPIKE,GARDEN CITY PARK,NY,11040,0000,516,248,4868,1,
021473030,O,021001208,1,032411,000000000,QUONTIC BANK,3 GRACE AVENUE,GREAT NECK,NY,11021,0000,516,686,0707,1,
021483282,O,021001208,1,032213,000000000,PEOPLE'S ALLIANCE FCU,125 WIRELESS BLVD,HAUPPAUGE,NY,11788,0000,631,434,3500,1,
021483428,O,021001208,1,082307,000000000,THE HEART CENTER FCU,100 PORT WASHINGTON BLVD.,ROSLYN,NY,11576,0000,516,562,6650,1,
021484524,O,021001208,1,111610,000000000,AMERICAN BROADCAST EMPLOYEES FCU,7-11 FRONT STREET,ROCKVILLE CENTRE,NY,11570,0000,516,763,7503,1,
021502011,O,021001208,1,092115,000000000,BANCO POPULAR,ATTN: DEPT. 638,SAN JUAN,PR,00936,2708,787,751,9800,1,
021502037,O,021001208,1,041697,000000000,THE BANK OF NOVA SCOTIA,273 PONCE DE LEON AVE,HATO REY,PR,00918,0000,787,766,7992,1,
021502040,O,021001208,1,031210,000000000,"CITIBANK, PUERTO RICO",SUITE 600,SAN JUAN,PR,00918,4106,787,771,2800,1,
021502095,O,021001208,2,060109,021502011,BANCO POPULAR DE PUERTO RICO,BUSINESS BANKING DIVISION (709),SAN JUAN,PR,00926,0000,787,751,9800,1,
021502105,O,021001208,2,060109,021502011,BANCO POPULAR NATIONAL ASSOCIATION,#10 PEDRO MARQUEZ STREET,CULEBRA,PR,00775,0000,787,765,9800,1,
021502150,O,021001208,1,020116,000000000,BNC INTERNATIONAL BANKING CORP,SUITE 701,SAN JUAN,PR,00918,0000,787,765,4440,1,
021502189,O,021001208,1,021017,000000000,FACE BANK INTERNATIONAL CORPORATION,METRO OFFICE PARK,GUAYNABO,PR,00968,0000,754,300,1376,1,
021502228,O,021001208,1,103113,000000000,ORIENTAL BANK,"997 SAN ROBERTO ST, 5TH FLOOR",SAN JUAN,PR,00926,0000,787,993,4296,1,
021502273,O,021001208,1,041505,000000000,SCOTIABANK DE PUERTO RICO,273 PONCE DE LEON AVE,HATO REY,PR,00918,0000,787,766,7836,1,
021502341,O,021001208,1,012304,000000000,BANCO SANTANDER DE PUERTO RICO,ARTERIAL HOSTOS AVE. C2-#1,HATO REY,PR,00918,0000,787,281,2075,1,
021502354,O,021001208,1,031714,000000000,FIRSTBANK PUERTO RICO,1130 MUNOZ RIVERA AVE,SAN JUAN,PR,00927,0000,787,729,8024,1,
021502383,O,021001208,1,052903,000000000,BANCO COOPERATIVO DE PUERTO RICO,AVE. PONCE DE LEON #623,HATO REY,PR,00917,0000,787,641,1057,1,
021502723,O,021001208,1,012304,000000000,BANCO SANTANDER DE PR,ARTERIAL HOSTOS AVE. C2-#1,HATO REY,PR,00918,0000,787,281,2075,1,
021502736,O,021001208,2,031912,221571415,ORIENTAL BANK AND TRUST,"997 SAN ROBERTO ST, 5TH FLOOR",SAN JUAN,PR,00926,0000,787,771,6800,1,
021502752,O,021001208,2,031912,221571415,ORIENTAL BANK AND TRUST,"997 SAN ROBERTO ST, 5TH FLOOR",SAN JUAN,PR,00926,0000,787,771,6800,1,
021502794,O,021001208,1,041894,000000000,THE BANK OF NOVA SCOTIA,273 PONCE DE LEON AVE,HATO REY,PR,00918,0000,809,766,7992,1,
